"","display_title","opening_date","publication_date","url","mpaa_rating","critics_pick","review","Sentiment_Score_nyt","genre"
"71","Berlin Syndrome","2017-05-26","2017-05-25","http://www.nytimes.com/2017/05/25/movies/berlin-syndrome-review.html","R",0,"Teresa Palmer¡¯s work in the opening minutes of ¡°Berlin Syndrome¡± succeeds in conveying the nearly tactile sensations of being an enthusiastic stranger in a strange land. Playing Clare, an Australian photographer looking for inspiration and adventure in Berlin, she seems to aspire to walk on air as she emerges from a subway station; a little later, leaning over the railing of the roof of the youth hostel where she¡¯s staying, she looks similarly ready to take off.But soon this aspirant bird will be caged. A meet-cute with an intellectual schoolteacher named Andi (Max Riemelt) leads to flirtation, an intense sexual assignation and an unsettling discovery the morning after. She can¡¯t leave his apartment. It soon becomes horrifically apparent that the not-leaving component is part of a larger scheme that Andi has enacted before.I can¡¯t speak from personal experience, but it seems the stages of captivity aren¡¯t too different from the stages of grief. Once disbelief subsides, Clare starts to rage, but Andi¡¯s living quarters are diabolically designed to contain her and her anger.The movie is based on a 2011 novel of the same name by Melanie Joosten, but viewers of a certain age will detect an affinity with ¡°The Collector,¡± the 1965 picture by William Wyler, based on a John Fowles novel. The director, Cate Shortland, making her third feature, depicts both the degradations endured by Clare and the peculiar psychological ins and outs of the captor-captive dynamic in explicit, sometimes excruciating detail. Her insistent imagery and sometimes oblique narrative approach don¡¯t always deliver the dividends sought. But the movie identifies Ms. Shortland as a talent to watch. And it should constitute some kind of breakthrough for Ms. Palmer, who has not been given much of interest to do since she arrived in Hollywood a little over a decade ago.",0.722996299315787,"Thriller"
"72","Betting on Zero","2017-03-17","2017-03-16","http://www.nytimes.com/2017/03/16/movies/betting-on-zero-review.html","",0,"The topic of ¡°Betting on Zero¡± might initially seem better suited to the business pages. The film chronicles the hedge fund manager William A. Ackman¡¯s crusade against Herbalife, a nutritional-products company that sells its goods through a chain of civilian distributors.Mr. Ackman¡¯s hedge fund, Pershing Capital Management, went short against Herbalife, betting $1 billion against its stock. He publicly maintained that the company¡¯s business model was a pyramid scheme, and that his efforts were a moral quest to expose fraud that had taken a particular toll on Latino consumers. (He pledged to donate his personal profits. Mr. Ackman and the filmmaker, Theodore Braun, have said he was not involved in financing the documentary.)To his critics, Mr. Ackman was a wealthy investor manipulating the market to his advantage. But he achieved partial vindication in July. In a settlement with the Federal Trade Commission after an investigation, Herbalife agreed to pay $200 million in consumer relief and restructure its practices.Even without an upbeat ending, though, ¡°Betting on Zero¡± would be persuasive advocacy. Mr. Ackman comes across as sincere in his outrage and cogent in his presentations. Even more valuable is the opportunity to meet and learn about Herbalife¡¯s purported victims, from Queens to Chicago to Oklahoma. Herbalife did not participate in this decidedly partisan film, although its departing chief executive, Michael O. Johnson, is among the representatives seen in footage drawn from other sources.",0.128873471173875,"Documentary"
"73","Beyond Skyline","2017-12-15","2017-12-14","http://www.nytimes.com/2017/12/14/movies/beyond-skyline-review.html","R",0,"In this peculiar piece of sci-fi sensationalism, Frank Grillo plays Mark, a tough Los Angeles cop, now suspended from the force, whom we first see springing his ne¡¯er-do-well adult son, Trent, from the hoosegow. A stalled truck forces the two to take the subway, at which time their city is subject to a very gnarly alien attack.The prospect of a hybrid of ¡°Battle: Los Angeles¡± (2011) and Andrzev Wajda¡¯s ¡°Kanal¡± (1956) is not necessarily displeasing, but as it happens, ¡°Beyond Skyline,¡± written and directed by Liam O¡¯Donnell, is much, much more. (Among other things, it¡¯s a kind of sequel to the 2010 film ¡°Skyline,¡± for which Mr. O¡¯Donnell was one of the two screenwriters, retaining its aliens but jettisoning its characters.)Fleeing the invaders via subway tunnels doesn¡¯t work, so soon Mark, Trent and a few stock types are in an alien ship, besieged by fearsome creatures with tentacles that unscrew the tops of human heads. One of the captives is a blind Vietnam vet, which is interesting, because eventually the alien ship crashes in Laos, right on the Mekong River, where Mark must protect the newborn he delivered on the ship. (Long story.) The movie, which lists several Asian companies as co-producers, then morphs into a sci-fi martial arts picture, featuring a scene in which a woman lures a giant alien beast into a minefield.Whether you find this as much fun to watch as it is to describe will depend on your tolerance for clich¨¦s in dialogue (¡°I¡¯m so sorry your family is gone. But killing yourself ¡­ is not gonna change that¡±), music (lots of string sections syncopating in high register) and much else. Also in how credible you find Mr. Grillo as an action star. I remain ¡°meh¡± on him, but I did admire this movie¡¯s near-lunatic genre-hopping.",0.599081444269718,"Action"
"74","Bill Frisell: A Portrait","2017-12-06","2017-12-05","http://www.nytimes.com/2017/12/05/movies/bill-frisell-a-portrait-review.html","",1,"Bill Frisell, the genre-spanning guitarist, is such a busy musician these days that a new documentary about him doesn¡¯t feature any archival footage from his long career until about an hour and 20 minutes into its nearly two-hour running time. Early on in  ¡°Bill Frisell: A Portrait,¡± Mr. Frisell, a quiet, diffident man, tells an off-camera interviewer that when he gets up in the morning, he picks up a guitar, starts playing ¡°and then ¡­¡± he drifts off. The suggestion is that he never stops.Directed by Emma Franz, this project has clearly been in the works for a long time. Three of its interviewees, all music greats, have died in recent years: the jazz guitarist Jim Hall, also a teacher of Mr. Frisell¡¯s; the remarkable drummer Paul Motian, with whom Mr. Frisell played in a groundbreaking jazz trio with Joe Lovano; and the wonderful, albeit widely misunderstood, guitarist John Abercrombie, who provides an interesting technical analysis of Mr. Frisell¡¯s style and tone, among the most distinctive and recognizable in contemporary music.I am a fervent fan of Mr. Frisell¡¯s. I¡¯ve been following his work since the mid-1980s; I¡¯ve seen him perform live twice this year, and might try to catch one of his shows this weekend at Jazz Standard.Nevertheless, there are several points in this movie ¡ª which I¡¯m still recommending ¡ª that I found, if not boring, a little dry. In a sense, Mr. Frisell, 66, is an entirely atypical contemporary musician. As the impresario and record producer Hal Willner notes early in the documentary, despite Mr. Frisell¡¯s having performed or recorded with literally hundreds of other top-flight players and troubadours, ¡°there¡¯s no one who has a bad word to say about him.¡± Being a ¡°no drama¡± person is lovely, and it¡¯s particularly salutary that Mr. Frisell upends the myth that the great artist needs to be full of anger, or to behave badly, to be inspired. These qualities, however, don¡¯t always make entirely compelling cinema. A cab ride through London with Mr. Frisell¡¯s former teacher, the composer and conductor Michael Gibbs, is frankly a little drowsy. Once the duo, who are working on a collaborative concert, reach their destination, a radio station, they are directed to a studio called ¡°the Barbarella Room.¡±On the way there, Mr. Frisell recalls what he remembers as ¡°the only illegal thing¡± he has ever done: as a 15-year-old, gaining entry to a theatrical screening of ¡°Barbarella,¡± the very tame, sex-in-outer-space ¡¯60s film starring Jane Fonda, when the movie was restricted to viewers over 16. Which is funny.But the movie is at its liveliest when it depicts Mr. Frisell making his distinctive sound with a variety of colleagues. And, fortunately, Ms. Franz includes a lot of such footage.",0.889501114647264,"Documentary"
"75","Birdboy: The Forgotten Children","2017-12-15","2017-12-14","http://www.nytimes.com/2017/12/14/movies/birdboy-the-forgotten-children-review.html","",0,"The Spanish animated feature ¡°Birdboy: The Forgotten Children¡± includes talking animals ¡ª though the title character is silent ¡ª in fantastical situations. There is a pig who sails a boat, a team of father-and-son garbage-scavenging rats, a little fox named Little Fox and a dog who is training to be a police officer.But this is not a cute movie, and while it will intrigue many 10- and 11-year-olds, younger children are likely to be more than a little freaked out. Its enchantments are dark, its ideas somber and brutal. Adapted by Pedro Rivero and Alberto V¨¢zquez from Mr. V¨¢zquez¡¯s graphic novel, the film, originally called ¡°Psiconautas¡± (¡°Psychonauts¡±), conjures a bleak vision of a post- or perhaps mid-apocalyptic landscape of predation, addiction and demonic possession. So maybe it¡¯s actually the perfect children¡¯s entertainment for 2017.Birdboy is a creature with an enormous round head and a tiny beak who dresses in a black suit, white shirt and skinny tie, like a member of the ¡°Reservoir Dogs¡± cast or of an ¡¯80s ska revival band. The lighthouse he once called home is infested by demonic birds, so he flaps around looking for drugs and trying not to get shot.The island where he and the other animals live has been blighted by a nuclear accident. The trees are bare, and the population is divided between a countryside of tidy houses, forests and open fields, and an industrial zone heaped with refuse and ruled by the law of the jungle. Life is pretty awful for everyone. Dinky, who is more or less the heroine of the story (and turns out to be Birdboy¡¯s former girlfriend), quietly seethes in the company of her grotesque mother and stepfather. Her schoolmate Sandra is tormented by voices in her head. Their friend Little Fox is bullied. A lot of incident is packed into a 76-minute running time, giving ¡°Birdboy¡± the scale of a miniature epic. It¡¯s a little too much, and especially toward the end, the delicate originality of the imagery gives way to familiar movie tropes. (The final moments jarringly evoke ¡°Avatar,¡± of all things.) But the simple precision of the hand-drawn characters and of the watercolor world they inhabit provide visual coherence and establish an atmosphere of fascination as well as dread. The movie is an anthology of nightmares compressed into a picture book.",0.926231944854391,"Animation"
"76","Birth of the Dragon","2017-08-25","2017-08-25","http://www.nytimes.com/2017/08/25/movies/birth-of-the-dragon-review-bruce-lee.html","PG-13",0,"The milieu from which Bruce Lee emerged to become the world¡¯s first martial-arts superstar ¡ª both as a film performer and a proponent-teacher ¡ª was probably as fascinating as the man himself. The screenwriters Stephen J. Rivele and Christopher Wilkinson and the director George Nolfi only intermittently manage to breathe credible cinematic life into that milieu in ¡°Birth of the Dragon,¡± which is set in late ¡¯60s San Francisco, where, the movie tells us, Lee taught kung fu. (It was actually Oakland.)The movie¡¯s linchpin is a real-life battle between Lee (Philip Ng) and a Shaolin monk, Wong Jack Man (Yu Xia), which an opening title says was reputed to have been spurred by Wong¡¯s objection to Lee¡¯s ¡°kung fu for all¡± ethos. In the movie¡¯s view, Lee¡¯s real problem is his bluff arrogance. Wong¡¯s approach is more spiritual, less egocentric. This attracts one of Lee¡¯s white students, the overly aggressive Steve (Billy Magnussen), who happens to be in love with a young Asian immigrant who¡¯s being groomed for a concubine¡¯s life by a female boss. Steve can¡¯t fight for her, but the boss is interested in staging an event that can generate some gambling profits. You see where this is going. For the sake of their pal, Wong and Lee agree to test each other in battle. It¡¯s clear that Wong is right about Lee¡¯s egotism being a limitation, but the question is whether Lee will get it.The ¡°West Side Story¡± romance angle is the least interesting part of the movie, so it¡¯s frustrating that so much time is spent on it. ¡°Birth of the Dragon¡± is ambitious: It wants to be a character study, an explication of martial arts philosophy and an action picture. (The battle scenes are presented in a mix of slow motion with super-clear fast-shutter shots and they¡¯re not always enhanced by this approach.) But the film never really gets fully juiced until the climax, when rivalries are put aside and the two very charismatic leads get on the same side to kick some righteous butt.",0.0782612808551792,"Action"
"77","Birthright: A War Story","2017-07-14","2017-07-13","http://www.nytimes.com/2017/07/13/movies/birthright-a-war-story.html","",0,"¡°Birthright: A War Story¡± packs a powerful message: that reproduction has become perilous for women in America.Abortion is beside the point. The thesis here is that, after Roe v. Wade, the 1973 Supreme Court decision legalizing abortion, opponents of the decision spent the next 40 years organizing an incremental offensive on multiple fronts to restrict access to abortion, contraception and sterilization by piling on state regulations and putting forward political candidates to further their cause.The anti-abortion talking heads in the film do not deny the strategy, nor do they get much of the spotlight. This documentary, directed by Civia Tamarkin and written by Ms. Tamarkin and Luchina Fisher, argues that new laws have stripped away health services unrelated to abortion and have deprived women, particularly those with lower incomes, of routine care. While women¡¯s clinics and providers were attacked by violent extremists and closed as funding dried up, more insidious, less publicized changes, including the legislation and the mergers and acquisitions that brought hospitals under the control of religious groups, were having far-reaching effects.The case histories are stacked to support the film¡¯s point of view, but that doesn¡¯t make them less painful. Worst are the new mothers jailed on child-abuse charges because of drug tests administered without their knowledge. The victims are the babies, left motherless. One woman had to wait out a nonviable pregnancy because the law forbade inducing labor after 20 weeks. A single mother with several children was denied sterilization surgery because of a hospital¡¯s religious beliefs; Medicaid limited her providers, and she could not afford to travel to a distant clinic. Their stories illustrate the consequences of these developments, some of them perhaps unintended, but frightening nonetheless.",0.191410755047681,"Documentary"
"78","Bitch","2017-11-10","2017-11-09","http://www.nytimes.com/2017/11/09/movies/bitch-review.html","",1,"When we meet Jill (Marianna Palka), the distraught mother at the center of ¡°Bitch,¡± she¡¯s on her dining table attempting to hang herself from a light fixture. Outside, the frantic sound of barking dogs fills her leafy suburb; inside, the ceaseless demands of four children and a callously philandering husband, Bill (Jason Ritter), render her pain invisible.Like the great Mary Chapin Carpenter song ¡°He Thinks He¡¯ll Keep Her,¡± ¡°Bitch¡± is about a woman who has reached the end of her leash. A satirical scream of rage against patriarchal prerogatives, this feminist horror-comedy, written and directed by Ms. Palka, has a vicious edge that can stifle your laughter. So when Jill takes to her basement, snarling and covered in her own feces, her belief that she¡¯s the dog her family seems to think she is comes across as more tragic than funny.The title, though, has a dual meaning; and it¡¯s in Bill¡¯s furiously baffled response to his wife¡¯s abandonment of her parental responsibilities that the movie finds its footing and its humor. As she did in her gentler but equally original ¡°Good Dick¡± in 2008, Ms. Palka carves a black and biting niche between a man and a woman, a space where chaos and psychological unease demand to be reckoned with. Emphasizing this, Morgan Z. Whirledge¡¯s dense and darting score builds an atmosphere of unnerving upheaval ¡ª essential to a movie relying on mood rather than special effects.Eventually losing momentum (but not its fealty to Jill¡¯s desperation), ¡°Bitch¡± leans heavily on Mr. Ritter¡¯s energetic grounding of its bizarre premise. Alternately manic and maddened, Bill is like a red flag to overly smug husbands, wildly warning of the comeuppance to come.",0.58127423112615,"Comedy"
"79","Bitter Harvest","2017-02-24","2017-02-23","http://www.nytimes.com/2017/02/23/movies/bitter-harvest-review.html","R",0,"Politics, romance, faith and famine are mashed into a single misshapen meatball in ¡°Bitter Harvest,¡± which follows two Ukrainian lovebirds through a mass starvation in the early 1930s known as the Holodomor.The topic is worthy, but the execution is painfully heavy-handed. Keening choirs and cadaverous extras bear witness as Yuri (Max Irons) leaves the family farm and his childhood sweetheart, Natalka (Samantha Barks), to attend art school in Kiev. While Joseph Stalin seizes Ukrainian land and grain, and Yuri entangles himself in the anti-Bolshevik resistance, Natalka fends off the creepy attentions of the village¡¯s Soviet overlord (Tamer Hassan). Can she get close enough to kill him before she¡¯s forced to eat his vile-looking borscht?Directed by George Mendeluk and filmed, very prettily, in Ukraine by the British cinematographer Douglas Milsome (whose dusty landscapes were a highlight of the 1989 television mini-series ¡°Lonesome Dove¡±), ¡°Bitter Harvest¡± feels awkward and parochial. Unlike Natalka, the movie has no backbone, flopping from scene to scene without any sense of scope or spectacle.Mr. Mendeluk has Ukrainian roots, but he also has an unfortunate taste for clunky symbolism, zooming in his camera on ominously crushed eyeglasses and a blood-flecked loaf of bread like a spaniel scenting pheasant. His emotional investment in the material is clear, but the millions who died during this real-life tragedy deserve a stronger memorial than this one.",0.0876603587391451,"Drama"
"80","Blade of the Immortal","2017-11-03","2017-11-02","http://www.nytimes.com/2017/11/02/movies/blade-of-the-immortal-review-takashi-miike.html","R",0,"If there¡¯s one constant in samurai movies, it¡¯s that their heroes are ridiculously hard to kill, battling on through every assault short of being blown to smithereens. Imagine, then, how much tougher to dispatch is a samurai whose wounds ¡ª the physical ones, anyway ¡ª heal themselves, and you have a fair idea of the sheer volume of damage visited on Manji (Takuya Kimura), the justifiably grumpy centerpiece of Takashi Miike¡¯s ¡°Blade of the Immortal.¡±Adding a soup<U+00E7>on of sorcery to the genre¡¯s typical vengeance saga, Manji¡¯s immortality effectively embellishes the slice-and-dice dust-ups that propel the plot and punctuate Tetsuya Oishi¡¯s screenplay. (As it happens, Manji can be rubbed out, just exceedingly slowly ¡ª like, over years.) Based on the eponymous long-running manga series by Hiroaki Samura, the story opens on a stunning black-and-white battle that leaves Manji mortally wounded and his little sister slain.Out of nowhere, an ancient crone appears and stuffs sacred worms into his wounds. Like slimy paramedics, the creatures rejoin his gashes and gloppily reattach his severed hand, but Manji feels more cursed than blessed. And when the movie leaps 50 years ahead and bursts into color we find him scarred, reclusive and not at all eager to help a young girl named Rin (Hana Sugisaki) avenge the murder of her parents. But Rin looks exactly like his sister, and a ¡°True Grit¡± connection develops that will send them on one of the bloodiest quests in samurai history.It¡¯s also one of the most bonkers. Single-handedly facing down a succession of riverine hordes, Manji also has to dodge ultra-colorful weaponry ¡ª like blades cunningly designed to relocate your insides to your outsides ¡ª and an array of fancifully coifed and costumed lone opponents. These include a lithe young swordswoman, bravely defying the constraints of a purple maxi skirt and platform sandals; a masked monster with dead heads strapped to his shoulders; a fellow immortal who¡¯s 200 years old and ready to die after seeing five wives to their graves. (A conservative number, I thought, for two centuries.) Though not nearly as mindful or meaty as Mr. Miike¡¯s 2011 triumph, ¡°13 Assassins,¡± ¡°Blade¡± is creatively gory fun. Overlong and over-the-top, the brutality finally becomes repetitive and somewhat deadening; but Mr. Miike has learned a few tricks from his many previous movies, like allowing the camera to sit still and capture the eerie silence that follows a massacre.That stillness is a trademark of Anotsu (Sota Fukushi, terrific), the story¡¯s big bad and also its most beautiful. Languid and slender, with an androgynous pout and a fondness for palest turquoise, the soft-voiced Anotsu leads his renegade army primarily by standing and posing. He doesn¡¯t need to scream or gesticulate; the whole world is his runway.",0.855036587041082,"Action"
"81","Blade Runner 2049","2017-10-06","2017-10-02","http://www.nytimes.com/2017/10/02/movies/blade-runner-2049-review-ryan-gosling-harrison-ford.html","R",0,"A lot of the movies released in the late 1970s and early ¡¯80s have spawned franchises, merchandising empires and what we are now invited to call ¡°cinematic universes.¡± ¡°Blade Runner,¡± Ridley Scott¡¯s initially underrated 1982 adaptation of a novel by Philip K. Dick, accomplished something more unusual. It sent tendrils of influence ¡ª pictorial, conceptual and spiritual ¡ª into every corner of the culture and inspired a mystery cult.Like other sacred texts, the film invites doctrinal arguments and esoteric inquiries. One of my fondest memories as a father and a film critic is of an impromptu post-screening seminar with two 11-year-olds about occult meanings and hidden clues in the director¡¯s cut. How do we know (if indeed we do know) that Harrison Ford is a replicant? What is the significance of the origami unicorn? Are Sean Young¡¯s shoulder pads for real?[Harrison Ford and Ryan Gosling Discuss ¡°Blade Runner 2049¡±]Alongside these basic interpretive questions, an academic subfield has blossomed, isolating ¡°Blade Runner¡± as one of the original symptoms of postmodernism, a terminal and interminable disease of the mind. The film¡¯s blend of curatorial nostalgia and dystopian prophecy captured a mood of self-conscious melancholy in its moment and set a tone of melancholy self-consciousness that has endured ever since. Maybe the real world never quite achieved the smoky neon-noir glow of Mr. Scott¡¯s Los Angeles, but the map of our collective dream world was permanently redrawn. The precise future ¡°Blade Runner¡± projected is now less than two years away, and the next chapter, once something to be dreaded, seems, if anything, overdue. ¡°Blade Runner 2049,¡± directed by Denis Villeneuve from a script by Hampton Fancher and Michael Green, tries both to honor the original and to slip free of its considerable shadow. That¡¯s no easy feat, and it¡¯s worth noting right away that, in narrow movie terms, Mr. Villeneuve, who also directed ¡°Arrival,¡± mostly succeeds. From the opening aerial shots of a thoroughly denatured agricultural landscape and the lethal confrontation that follows, we know we are in the presence of a masterly visual tactician and a shrewd storyteller. [The ¡°Blade Runner 2049¡± Look]We are also in territory that is both familiar and disorienting. A brief note explains what has and hasn¡¯t changed in the 30 years since the events in the first ¡°Blade Runner.¡± Three-wheeled spinners still zoom through the California skies, and the building-size video advertisements have evolved into seductive, R-rated holograms. The titular profession ¡ª hunting down and ¡°retiring¡± renegade members of the almost-human, genetically engineered android species known as replicants ¡ª is practiced with the same brutal doggedness as in the old days.A new, more obedient type of replicant has been developed by a corporation led by a tech visionary played by Jared Leto. (His lieutenant Luv is played by Sylvia Hoeks, a far more vivid and persuasively terrifying presence than the mannered Mr. Leto.) One of these models is our hero, an L.A.P.D. employee known as K. (It¡¯s an abbreviation of his serial number and also, maybe, an allusion to Franz Kafka¡¯s avatar of modern alienation. That poor fellow¡¯s full name was Josef K; when this K acquires a human pseudonym, it¡¯s Joe.) Speaking of avatars of alienation, K moves through his days with the unhurried shuffle and downcast baby blues of Ryan Gosling. This is impeccable casting. Mr. Gosling¡¯s ability to elicit sympathy while seeming too distracted to want it ¡ª his knack for making boredom look like passion and vice versa ¡ª makes him a perfect warm-blooded robot for our time. He is also, in 2017, something close to what Harrison Ford was 35 years ago: the contemporary embodiment of Hollywood¡¯s venerable ideal of masculine cool, a guy whose toughness will turn out to be the protective shell encasing a tender soul. At first, of course, we must take that sensitivity on faith. K does his grim job thoroughly and without complaint, showing the weary, cynical patience of an old-time shamus. His commander (Robin Wright) is a human who believes that everything depends on policing the border between her kind and K¡¯s. The whole point of ¡°Blade Runner,¡± though, is that such boundaries are always blurred and porous. K comes home each night from work to the company of Joi (Ana de Armas), his devoted girlfriend, who happens to be a commercially produced artificial intelligence application.We are prepared to acknowledge the pathos and the paradox of her condition, which is a version of K¡¯s own. The idea that synthetic humans harbor feelings, desires and dreams ¡ª that they are mirrors of us, that we are replicas of them ¡ª has long been a staple of speculative cinema. ¡°Blade Runner 2049¡± does not wander as deep into this ontological thicket as, say, Steven Spielberg¡¯s ¡°A.I.¡± or Spike Jonze¡¯s ¡°Her,¡± but like those movies it uses the conceit of the suffering cyborg as ethical and emotional ballast, a spur to the audience¡¯s curiosity as well as our compassion. A political theme also asserts itself: These replicants are an enslaved labor force; their exploitation is the fuel on which this civilization runs.There is a something to think about here, a fair amount to feel and even more to see. Mr. Villeneuve has conspired with the cinematographer, Roger A. Deakins; the production designer, Dennis Gassner; and the special effects team to create zones of strangeness that occasionally rise to the level of sublimity. The movies Mr. Villeneuve has directed ¡ª his recent English-language features include ¡°Sicario,¡± ¡°Prisoners¡± and ¡°Arrival¡± ¡ª are full of violence and psychological intensity, but what distinguishes them from other high-end genre spectacles is an unnerving calm, as if he were exploring and trying to synthesize the human and mechanical sides of his own sensibility. Movies are by their nature hybrids of technology and sentiment, machines for the delivery of human emotion. The first ¡°Blade Runner¡± approached this as a philosophical problem and an artistic challenge. Mr. Scott used imagery borrowed from old Hollywood, German Expressionism and the nascent art of music video to create a dazzlingly artificial environment where authenticity was out of the question. Except, of course, that it was the question: How do we know what is real, ourselves included?¡°I know what¡¯s real,¡± says the hero of that movie when ¡ª at long last! ¡ª he shows up in this one. K finds Deckard, the original Blade Runner (Mr. Ford, as if I needed to tell you), in an abandoned Las Vegas casino, surrounded by shimmering bottles of whiskey and primitive 3-D projections of Elvis and Frank Sinatra. Mr. Gosling, suddenly overmatched in the masculine cool department, acquits himself well enough, and Mr. Ford does exactly what you expect him to do. Which is not something I¡¯m going to explain, at least as far as it relates to the story. The studio has been unusually insistent in its pleas to critics not to reveal plot points. That¡¯s fair enough, but it¡¯s also evidence of how imaginatively impoverished big-budget movies have become. Like any great movie, Mr. Scott¡¯s ¡°Blade Runner¡± cannot be spoiled. It repays repeated viewing because its mysteries are too deep to be solved and don¡¯t depend on the sequence of events. Mr. Villeneuve¡¯s film, by contrast, is a carefully engineered narrative puzzle, and its power dissipates as the pieces snap into place. As sumptuous and surprising as it is from one scene to the next, it lacks the creative excess, the intriguing opacity and the haunting residue of its predecessor.As such, ¡°Blade Runner 2049¡± stands in relation to ¡°Blade Runner¡± almost exactly as K stands in relation to Deckard before the two meet: as a more docile, less rebellious ¡°improvement,¡± tweaked and retrofitted to meet consumer demand. And the customers are likely to be satisfied. But now and then ¡ª when K and Deckard are knocking around the old gambling palace; when K visits an enigmatic mind-technician played by Carla Juri ¡ª you get an inkling that something else might have been possible. Something freer, more romantic, more heroic, less determined by the corporate program.Then again: Who knows at this point if that sense of loss, of lost possibility, is even real? It might be nothing more than an artificially implanted memory.",0.997234935906684,"Sci-Fi"
"82","Blind","2017-07-14","2017-07-13","http://www.nytimes.com/2017/07/13/movies/blind-review-alec-baldwin-demi-moore.html","R",0,"If Alec Baldwin has any chance of pulling off a serious movie role while he¡¯s so identified with his exquisite ¡°Saturday Night Live¡± shenanigans, he¡¯ll need a far more sophisticated script than the one he was handed in ¡°Blind.¡± The film, directed by Michael Mailer, wanted to be a steamy romance, but it ended up leaden and occasionally laughable. Mr. Baldwin plays a blind novelist ¡ª do you need to know more? ¡ª named Bill who is a sought-after teacher but a brusque human being. Demi Moore is Suzanne, who ends up as collateral damage when her husband, Mark (Dylan McDermott), is arrested on charges related to a shady stock deal. Suzanne¡¯s community-service sentence involves reading to cranky Blind Bill, and they instantly clash, so of course they will soon be hot and heavy for each other, especially since Suzanne has been chafing under the thumb of her domineering husband.If that premise is wince-inducing, so is much of the dialogue. (The story is by Diane Fisher, the screenplay by John Buffalo Mailer; both Mailers are sons of Norman.) Mr. McDermott, especially, has a lot of clich¨¦s to mouth. The acting is nuance-free, and so is the story. As for the steaminess hinted at early on, it proves to have been just a tease. No sparks or clothes fly.",0.112272521606405,"Drama"
"83","Blood Stripe","2017-09-29","2017-09-28","http://www.nytimes.com/2017/09/28/movies/blood-stripe-review.html","",0,"¡°A hundred twenty-nine days.¡±Those words, uttered by a former Marine known as Sarge, are enough to generate a gasp in ¡°Blood Stripe.¡± Sarge is talking about how long she¡¯ll have to wait to get mental health treatment at a V.A. hospital. Based on what we¡¯ve seen, she may not make it another week, let alone four months.Since returning from tours in Iraq and Afghanistan, Sarge (Kate Nowlin) swings between confusion and rage. After losing control at her coming-home party (a scene no less tense for being inevitable), she leaves her husband to stay at a secluded campground by a Minnesota lake. There she works nearly nonstop, or exercises to exhaustion, or drinks herself into a stupor to keep her demons at bay.There¡¯s not much more plot. This drama, written by Ms. Nowlin and her husband, Remy Auberjonois, who also directed, centers on Sarge¡¯s inner struggles. Other than a few references to her combat service and to a physical injury she sustained, the script relies on subtext and Ms. Nowlin¡¯s expressions to convey her condition. She¡¯s up to the task; even in the many silent moments, she¡¯s compelling.Still, while this worthy film sidesteps clich¨¦s ¡ª there are no horrid flashbacks or emotional speeches ¡ª its spareness occasionally feels planned rather than spontaneous. After a powerful first half, later scenes offer diminishing returns. One of many recent works to study post-traumatic stress (including the documentary ¡°Thank You for Your Service¡± and the novel ¡°Preparation for the Next Life,¡± which both focused almost exclusively on men), ¡°Blood Stripe¡± refuses to moralize or explain itself. That could seem like either a cryptic decision or an admirable stance. More than likely, it¡¯s a good bit of both.",0.77985872688484,"Drama"
"84","Born in China","2017-04-21","2017-04-19","http://www.nytimes.com/2017/04/19/movies/born-in-china-review.html","G",0,"¡°Born in China,¡± another animals-are-just-like-people film from the Disneynature brand, has two of the natural world¡¯s more adorable creatures in it, pandas and kitties. But some scraggly looking antelopes provide the most impressive imagery in a film that otherwise doesn¡¯t stand out photographically.The movie takes us all over China to see four species in their natural habitats, some of which are exceedingly remote. There are kitties ¡ª oh, all right; they¡¯re snow leopards, a mother and two cubs. There¡¯s a panda and her cub. There¡¯s a young snub-nosed monkey that, at least in the irksome narrative imposed here, is feeling neglected because of the arrival of a baby sister.A Tibetan antelope, or chiru, doesn¡¯t get quite the screen time of these others ¡ª and isn¡¯t even mentioned in some of the advance publicity for the movie ¡ª but footage of a long migration by the females of a herd to a calving ground and the arrival of a calf is among the most remarkable in the movie. Maybe that¡¯s just because pandas and even the elusive snow leopard have become overexposed with the abundance of nature documentaries these days; this film looks pretty much like any of the best material to be found on the National Geographic Channel, PBS¡¯s ¡°Nature¡± and elsewhere.In any case, the narrative, read by John Krasinski, is kid-friendly in a cloying sort of way, and unpleasant realities like China¡¯s pollution are not mentioned. So as an introduction for children to exotic creatures in picturesque landscapes, the movie is harmless enough.",0.772016759745405,"Documentary"
